246,0,1A
247,0,9M0
247,0,BM9S
247,0,BN9S
247,0,BO9S
247,0,BP9S
247,0,BQ9S
247,0,BU9S
247,0,BV9S
247,0,BW9S
247,0,BX9S
260,0,3A
4,0,3B6
4,0,3B7
165,0,3B8
207,0,3B9
49,0,3C
195,0,3C0
176,0,3D2
489,1,3D2CCC
460,1,3D2RI
468,0,3DA
474,0,3V
474,0,TS
293,0,3W
293,0,XV
107,0,3X
24,1,3Y0J
199,1,3Y0X
18,0,4J
18,0,4K
75,0,4L
514,0,4O
315,0,4P
315,0,4Q
315,0,4R
315,0,4S
117,1,4U0ITU
117,1,4U1ITU
117,1,4U1WRC
289,1,4U1UN
511,0,4W
336,0,4X
336,0,4Z
436,0,5A
215,0,5B
215,0,C4
215,0,H2
215,0,P3
470,0,5H
470,0,5I
450,0,5N
450,0,5O
438,0,5R
438,0,5S
438,0,6X
444,0,5T
187,0,5U
483,0,5V
190,0,5W
286,0,5X
430,0,5Y
430,0,5Z
456,0,6V
456,0,6W
82,0,6Y
492,0,7O
432,0,7P
440,0,7Q
400,0,7R
400,0,7T
400,0,7U
400,0,7V
400,0,7W
400,0,7X
400,0,7Y
62,0,8P
159,0,8Q
129,0,8R
497,0,9A
424,0,9G
257,0,9H
482,0,9I
482,0,9J
348,0,9K
348,0,NLD
458,0,9L
299,0,9M
299,0,9W
46,0,9M6
46,0,9M8
46,0,9W6
46,0,9W8
46,1,9M4CHQ
369,0,9N
414,0,9O
414,0,9P
414,0,9Q
414,0,9R
414,0,9S
414,0,9T
404,0,9U
381,0,9V
381,0,S6
454,0,9X
90,0,9Y
90,0,9Z
402,0,8O
402,0,A2
160,0,A3
370,0,A4
306,0,A5
391,0,A6
376,0,A7
304,0,A9
372,0,6P
372,0,6Q
372,0,6R
372,0,6S
372,0,AP
372,0,AQ
372,0,AR
372,0,AS
506,1,BS7H
386,0,BM
386,0,BN
386,0,BO
386,0,BP
386,0,BQ
386,0,BU
386,0,BV
386,0,BW
386,0,BX
505,0,BM9P
505,0,BN9P
505,0,BO9P
505,0,BP9P
505,0,BQ9P
505,0,BU9P
505,0,BV9P
505,0,BW9P
505,0,BX9P
318,0,3H
318,0,3I
318,0,3J
318,0,3K
318,0,3L
318,0,3M
318,0,3N
318,0,3O
318,0,3P
318,0,3Q
318,0,3R
318,0,3S
318,0,3T
318,0,3U
318,0,B0
318,0,B2
318,0,B3
318,0,B4
318,0,B5
318,0,B6
318,0,B7
318,0,B8
318,0,B9
318,0,BA
318,0,BD
318,0,BG
318,0,BH
318,0,BI
318,0,BJ
318,0,BL
318,0,BT
318,0,BY
318,0,BZ
318,0,XS
318,0,B1
318,1,BA4DL/0
318,1,BG0IO/4
157,0,C2
203,0,C3
422,0,C5
60,0,C6
181,0,C8
181,0,C9
112,0,3G
112,0,CA
112,0,CB
112,0,CC
112,0,CD
112,0,CE
112,0,XQ
112,0,XR
112,1,XR9N
217,0,3G0X
217,0,CA0X
217,0,CB0X
217,0,CC0X
217,0,CD0X
217,0,CE0X
217,0,XQ0X
217,0,XR0X
47,0,3G0
47,0,CA0
47,0,CB0
47,0,CC0
47,0,CD0
47,0,CE0
47,0,XQ0
47,0,XR0
125,0,3G0Z
125,0,CA0Z
125,0,CB0Z
125,0,CC0Z
125,0,CD0Z
125,0,CE0I
125,0,CE0Z
125,0,XQ0Z
125,0,XR0Z
13,0,3Y
13,0,AX0
13,0,AY1Z
13,0,AY2Z
13,0,AY3Z
13,0,AY4Z
13,0,AY5Z
13,0,AY6Z
13,0,AY7Z
13,0,AY8Z
13,0,AY9Z
13,0,FT0Y
13,0,FT1Y
13,0,FT2Y
13,0,FT3Y
13,0,FT4Y
13,0,FT5Y
13,0,FT6Y
13,0,FT7Y
13,0,FT8Y
13,0,LU1Z
13,0,LU2Z
13,0,LU3Z
13,0,LU4Z
13,0,LU5Z
13,0,LU6Z
13,0,LU7Z
13,0,LU8Z
13,0,LU9Z
13,0,RI1AN
13,0,VI0
13,0,VK0
13,0,ZL5
13,0,ZM5
13,0,ZS7
13,1,8J1RL
13,1,AT44I
13,1,DP0GVN
13,1,DP1POL
13,1,KC4/KL5SE
13,1,KC4AAA
13,1,KC4USV
13,1,OJ1ABOA
13,1,WE9G/KC4
70,0,CL
70,0,CM
70,0,CO
70,0,T4
446,0,5C
446,0,5D
446,0,5E
446,0,5F
446,0,5G
446,0,CN
104,0,CP
272,0,CQ
272,0,CR
272,0,CS
272,0,CT
256,0,CQ2
256,0,CQ3
256,0,CQ9
256,0,CR3
256,0,CR9
256,0,CS3
256,0,CS9
256,0,CT3
256,0,CT9
149,0,CQ1
149,0,CQ8
149,0,CR1
149,0,CR2
149,0,CR8
149,0,CS4
149,0,CS8
149,0,CT8
149,0,CU
144,0,CV
144,0,CW
144,0,CX
211,0,CY0
252,0,CY9
401,0,D2
401,0,D3
409,0,D4
411,0,D6
230,0,DA
230,0,DB
230,0,DC
230,0,DD
230,0,DE
230,0,DF
230,0,DG
230,0,DH
230,0,DI
230,0,DJ
230,0,DK
230,0,DL
230,0,DM
230,0,DN
230,0,DO
230,0,DP
230,0,DQ
230,0,DR
230,0,Y2
230,0,Y3
230,0,Y4
230,0,Y5
230,0,Y6
230,0,Y7
230,0,Y8
230,0,Y9
375,0,4D
375,0,4E
375,0,4F
375,0,4G
375,0,4H
375,0,4I
375,0,DU
375,0,DV
375,0,DW
375,0,DX
375,0,DY
375,0,DZ
51,0,E3
510,0,E4
191,1,E51PT
191,1,E51WL
234,0,E5
188,0,E6
501,0,E7
281,0,AM
281,0,AN
281,0,AO
281,0,EA
281,0,EB
281,0,EC
281,0,ED
281,0,EE
281,0,EF
281,0,EG
281,0,EH
281,1,AM65KZ
281,1,AM800TUI
281,1,EA2EZ/P
281,1,EA5CC/P
281,1,EA5IKT/P
281,1,EA6XQ/P
281,1,EA8AAH
281,1,EA8JR
281,1,EA9ADD
281,1,EA9HU
281,1,EC5AHA/P
21,0,AM6
21,0,AN6
21,0,AO6
21,0,EA6
21,0,EB6
21,0,EC6
21,0,ED6
21,0,EE6
21,0,EF6
21,0,EG6
21,0,EH6
21,1,EA5IYX/P
29,0,AM8
29,0,AN8
29,0,AO8
29,0,EA8
29,0,EB8
29,0,EC8
29,0,ED8
29,0,EE8
29,0,EF8
29,0,EG8
29,0,EH8
29,1,EA8RM/P
32,0,AM9
32,0,AN9
32,0,AO9
32,0,EA9
32,0,EB9
32,0,EC9
32,0,ED9
32,0,EE9
32,0,EF9
32,0,EG9
32,0,EH9
245,0,EI
245,0,EJ
14,0,EK
434,0,5L
434,0,5M
434,0,6Z
434,0,A8
434,0,D5
434,0,EL
330,0,9B
330,0,9C
330,0,9D
330,0,EP
330,0,EQ
179,0,ER
52,0,ES
53,0,9E
53,0,9F
53,0,ET
27,0,EU
27,0,EV
27,0,EW
135,0,EX
262,0,EY
280,0,EZ
227,0,F
227,0,HW
227,0,HX
227,0,HY
227,0,TH
227,0,TM
227,0,TO
227,0,TP
227,0,TQ
227,0,TV
227,0,TX
79,0,FG
169,0,FH
516,0,FJ
162,0,FK
512,1,TX3X
84,0,FM
84,1,TO4A
84,1,TO5A
84,1,TO7A
175,0,FO
508,1,TX5EU
36,1,TX5S
509,1,FO5QS
277,0,FP
453,0,FR
453,1,TO7K
213,0,FS
213,1,TO5M
213,1,TO5T
99,0,FT0G
99,0,FT1G
99,0,FT2G
99,0,FT3G
99,0,FT4G
99,0,FT5G
99,0,FT6G
99,0,FT7G
99,0,FT8G
99,0,FT9G
124,0,FT0E
124,0,FT0J
124,0,FT1E
124,0,FT1J
124,0,FT2E
124,0,FT2J
124,0,FT3E
124,0,FT3J
124,0,FT4E
124,0,FT4J
124,0,FT6E
124,0,FT6J
124,0,FT7E
124,0,FT7J
124,0,FT8E
124,0,FT8J
124,0,FT9E
124,0,FT9J
276,0,FT0T
276,0,FT1T
276,0,FT2T
276,0,FT3T
276,0,FT4T
276,0,FT5T
276,0,FT6T
276,0,FT7T
276,0,FT8T
276,0,FT9T
41,0,FT0W
41,0,FT4W
41,0,FT5W
41,0,FT8W
131,0,FT0X
131,0,FT2X
131,0,FT4X
131,0,FT5X
131,0,FT8X
10,0,FT0Z
10,0,FT1Z
10,0,FT2Z
10,0,FT3Z
10,0,FT4Z
10,0,FT5Z
10,0,FT6Z
10,0,FT7Z
10,0,FT8Z
298,0,FW
298,0,TW
63,0,FY
63,1,TO1A
63,1,TO2FY
223,0,2E
223,0,G
223,0,M
114,0,2D
114,0,GD
114,0,GT
114,0,MD
114,0,MT
114,1,GB0WWA
265,0,2I
265,0,GI
265,0,GN
265,0,MI
265,0,MN
265,1,GB4SPD
265,1,GB8SJC
265,1,GB8WWA
265,1,M0KXR
122,0,2J
122,0,GH
122,0,GJ
122,0,MH
122,0,MJ
122,1,GB9WWA
279,0,2A
279,0,2M
279,0,GM
279,0,GS
279,0,MA
279,0,MM
279,0,MS
279,1,G1R
279,1,G1T
279,1,G4X
279,1,GB1DAA
279,1,GB2CM
279,1,GB2ELH
279,1,GB2JCM
279,1,GB2KW
279,1,GB3ANG
279,1,GB3LER
279,1,GB3LER/B
279,1,GB3RMK/B
279,1,GB4LER
279,1,GB4WWA
279,1,M3I
279,1,M7HPC
279,1,GB1DAA
279,1,GB2ELH
279,1,GB3LER
279,1,GB3LER/B
279,1,GB4LER
106,0,2U
106,0,GP
106,0,GU
106,0,MP
106,0,MU
106,1,GB1WWA
106,1,GB4RS
106,1,GB5CC
294,0,2W
294,0,GC
294,0,GW
294,0,MC
294,0,MW
294,1,GB0MPA
294,1,GB1MUU
294,1,GB2IMD
294,1,GB2MOP
294,1,GB2TD
294,1,GB2VK
294,1,GB4MDI
294,1,GB6WWA
294,1,M0KWG
185,0,H4
507,0,H40
239,0,HA
239,0,HG
287,0,HB
287,0,HE
251,0,HB0
251,0,HE0
120,0,HC
120,0,HD
120,1,HC8M/5
71,0,HC8
71,0,HD8
78,0,4V
78,0,HH
72,0,HI
116,0,5J
116,0,5K
116,0,HJ
116,0,HK
216,0,5J0
216,0,5K0
216,0,HJ0
216,0,HK0
216,1,HK4Q/0
161,0,HJ0M
161,0,HK0M
161,1,HK0TU
137,0,6K
137,0,6L
137,0,6M
137,0,6N
137,0,D7
137,0,D8
137,0,D9
137,0,DS
137,0,DT
137,0,HL
137,0,KL9K
88,0,3E
88,0,3F
88,0,H3
88,0,H8
88,0,H9
88,0,HO
88,0,HP
80,0,HQ
80,0,HR
387,0,E2
387,0,HS
295,0,HV
378,0,7Z
378,0,8Z
378,0,HZ
248,0,4U
248,0,I
248,1,I2DMK/RM
248,1,IA5KRO/4
248,1,IT9CLY/4
248,1,IT9ELM/0
225,0,IM0
225,0,IS0
225,0,IW0U
225,0,IW0V
225,0,IW0W
225,0,IW0X
225,0,IW0Y
